epoch,run_name,epoch_time_s,image_size,lr,weight_decay,active_brazing_boost,augmentation,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,num_params,num_trainable_params,num_classifier_params,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_active_brazing_precision,val_active_brazing_recall,val_active_brazing_f1
1,mobilenet_arch_evo_071,20.66121745109558,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.572357649437041,0.790616854908775,0.7179090621986914,0.8059652058206163,0.47256573663186197,0.8414298808432631,0.6400602984103785,0.8248825841931767,0.5,0.717391304347826,0.5892857142857143
2,mobilenet_arch_evo_071,20.69479751586914,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.17287441976530254,0.9530842745438749,0.9187318375439578,0.954616576520983,0.3458693717503075,0.8817598533455545,0.7507559842501683,0.8790452469871557,0.5674157303370787,0.7318840579710145,0.6392405063291139
3,mobilenet_arch_evo_071,21.046863794326782,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.10823604585190218,0.969244135534318,0.9464594389991996,0.9699385458466591,0.3599544377121682,0.8799266727772685,0.7288406908437031,0.8792393830829638,0.5320197044334976,0.782608695652174,0.6334310850439883
4,mobilenet_arch_evo_071,21.230329513549805,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.09175136271414293,0.9758470894874023,0.956458041549278,0.9762368820831347,0.28228235497535487,0.8854262144821264,0.7560715093732318,0.8882512566649065,0.581151832460733,0.8043478260869565,0.6747720364741642
5,mobilenet_arch_evo_071,20.879504442214966,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.05821768706753449,0.9867940920938314,0.9767318309959973,0.9868744346710306,0.3740964632312316,0.8634280476626948,0.7328383138922177,0.8686588401711683,0.5371900826446281,0.9420289855072463,0.6842105263157895
6,mobilenet_arch_evo_071,20.77551817893982,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.060630639307977685,0.9843614248479583,0.9715284966758226,0.9845313341047679,0.27019006331520806,0.8991750687442713,0.7940992607386904,0.902201148376604,0.6463414634146342,0.7681159420289855,0.7019867549668874
7,mobilenet_arch_evo_071,20.810352563858032,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.04093085115857999,0.9885317115551694,0.9792241076501911,0.9886309257382232,0.534614285636193,0.84051329055912,0.7271120732734466,0.8458979686299406,0.5635593220338984,0.9637681159420289,0.7112299465240641
8,mobilenet_arch_evo_071,21.017428874969482,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.06577775918293605,0.9855777584708949,0.973166547115221,0.9857119054508404,0.4076417390102718,0.8707607699358387,0.7358323772946296,0.873300418566679,0.5466101694915254,0.9347826086956522,0.6898395721925134
9,mobilenet_arch_evo_071,20.643062114715576,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.03682831920413131,0.9892267593397046,0.9810844704381225,0.9893171282216716,0.3839332469193543,0.8918423464711274,0.7744160820503041,0.8922913559444657,0.6121495327102804,0.9492753623188406,0.7443181818181818
10,mobilenet_arch_evo_071,21.102402210235596,224,0.0001,0.0003,1.2,low,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,1519396,1519396,592388,0.038352616607566746,0.9902693310165074,0.9823507446500812,0.9903313480332716,0.2750157403386217,0.8909257561869844,0.7713907776263946,0.8931643628334365,0.6271186440677966,0.8043478260869565,0.7047619047619048
