epoch,run_name,epoch_time_s,image_size,lr,weight_decay,active_brazing_boost,augmentation,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,num_params,num_trainable_params,num_classifier_params,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_active_brazing_precision,val_active_brazing_recall,val_active_brazing_f1
1,mobilenet_arch_final_04,20.469975471496582,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.6184970064436633,0.7920069504778453,0.7194422838269913,0.8061157872129983,0.7480848685084517,0.7470210815765352,0.4113301009607798,0.6612338979780514,1.0,0.057971014492753624,0.1095890410958904
2,mobilenet_arch_final_04,20.77426791191101,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.1567584836099792,0.9543006081668115,0.9228737390798781,0.9561142699566441,0.30999348634097634,0.8606782768102658,0.674990507080948,0.8265332842355072,0.9382716049382716,0.5507246376811594,0.6940639269406392
3,mobilenet_arch_final_04,20.52718234062195,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.1083761278983306,0.9708079930495221,0.9478010952396388,0.9714223432442762,0.16099643729982246,0.9349220898258478,0.8568474583386012,0.9351338562775656,0.7659574468085106,0.782608695652174,0.7741935483870968
4,mobilenet_arch_final_04,20.675008535385132,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.07164831060922658,0.9826238053866203,0.968971064434262,0.9829156482041247,0.15580101149025655,0.928505957836847,0.8436378338014643,0.9297527893336627,0.7048192771084337,0.8478260869565217,0.7697368421052632
5,mobilenet_arch_final_04,20.656636476516724,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.06074359429616653,0.9831450912250217,0.9705151179328917,0.983342950857389,0.13293165453380157,0.9486709440879927,0.8842379398035428,0.9481705446112562,0.8222222222222222,0.8043478260869565,0.8131868131868132
6,mobilenet_arch_final_04,20.57879090309143,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.05035284354014049,0.9876629018245004,0.9767367173202338,0.9877661825336935,0.1133866634776459,0.9431714023831348,0.8836106257887079,0.9436213483630037,0.7745664739884393,0.9710144927536232,0.8617363344051447
7,mobilenet_arch_final_04,20.6470468044281,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.04508841856780076,0.9845351867940921,0.973714596137738,0.9847551452765971,0.15387327404518628,0.9330889092575618,0.8717728449256815,0.9361729479359834,0.7931034482758621,0.8333333333333334,0.8127208480565371
8,mobilenet_arch_final_04,20.773589372634888,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.04619744737882597,0.9878366637706343,0.9779456344253489,0.9879311853319506,0.12027603434636189,0.9450045829514208,0.8888361647408266,0.9459615328236901,0.7951807228915663,0.9565217391304348,0.868421052631579
9,mobilenet_arch_final_04,20.92969799041748,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.036487489972800845,0.9895742832319722,0.981182275982069,0.9896634806712568,0.1203408273000133,0.9532538955087076,0.8962934199944048,0.9518249528666883,0.8656716417910447,0.8405797101449275,0.8529411764705882
10,mobilenet_arch_final_04,20.83356237411499,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.03885585238087395,0.989748045178106,0.9808596316140794,0.9897933413194231,0.20931428200699595,0.9321723189734189,0.8280857636790248,0.9259256315459804,0.6732673267326733,0.9855072463768116,0.8
11,mobilenet_arch_final_04,20.730101823806763,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.027999352626615792,0.9913119026933102,0.9836862174935063,0.9913623633418828,0.18033868435243716,0.928505957836847,0.8450440181992,0.9287507085181343,0.7358490566037735,0.8478260869565217,0.7878787878787878
12,mobilenet_arch_final_04,20.87303900718689,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.018989334620299104,0.9951346655082537,0.9912704804536402,0.995154323778626,0.29521813985369644,0.921173235563703,0.8029845987584766,0.9139580160299926,0.6616161616161617,0.9492753623188406,0.7797619047619048
13,mobilenet_arch_final_04,20.850321054458618,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.03475453960268291,0.9927019982623806,0.9860029329371578,0.9927309723478318,0.1860713207198681,0.9349220898258478,0.8503365140593688,0.9318039522103648,0.7469879518072289,0.8985507246376812,0.8157894736842105
14,mobilenet_arch_final_04,20.620869159698486,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.019304562419277495,0.9940920938314509,0.9895340523203984,0.9941294476588192,0.16582750462343143,0.9349220898258478,0.8628792390086522,0.9347767574278655,0.8115942028985508,0.8115942028985508,0.8115942028985508
15,mobilenet_arch_final_04,20.612865447998047,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.01744601367529786,0.996524761077324,0.9935026926140296,0.9965318468006135,0.19549922715941564,0.9340054995417049,0.8507334224035765,0.9316753190026654,0.7277777777777777,0.9492753623188406,0.8238993710691824
16,mobilenet_arch_final_04,20.72560477256775,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.019779472491939794,0.9953084274543875,0.9912075927628918,0.995318556041461,0.14953231789595028,0.9395050412465628,0.8748161201850938,0.9406473723991163,0.7696969696969697,0.9202898550724637,0.8382838283828383
17,mobilenet_arch_final_04,20.928241968154907,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.011062916016592915,0.9970460469157254,0.9947844343776883,0.997054626186233,0.21334433874451697,0.9248395967002749,0.8441639021535929,0.9274313937537879,0.7232704402515723,0.8333333333333334,0.7744107744107744
18,mobilenet_arch_final_04,20.63002872467041,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.012702612672850723,0.9963509991311903,0.993495852475264,0.996363890252299,0.1693050003566618,0.9340054995417049,0.8585208389123119,0.9339274914045269,0.7697368421052632,0.8478260869565217,0.8068965517241379
19,mobilenet_arch_final_04,20.59141778945923,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.007945620407057857,0.9984361424847958,0.9971961603960748,0.9984384616026379,0.17570430516332378,0.9367552703941339,0.8644804875068033,0.9369989904120832,0.7658227848101266,0.8768115942028986,0.8175675675675675
20,mobilenet_arch_final_04,20.720412969589233,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.007026687747662115,0.9977410947002606,0.9960823993623413,0.9977483203920571,0.17625583614918777,0.9340054995417049,0.8587997565048439,0.9335760181770096,0.7727272727272727,0.8623188405797102,0.815068493150685
21,mobilenet_arch_final_04,20.643648624420166,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.014244554290826312,0.9968722849695917,0.994688501762449,0.9968775232509012,0.19170509426934815,0.9340054995417049,0.8564955790008311,0.9328036999894789,0.75,0.9130434782608695,0.8235294117647058
22,mobilenet_arch_final_04,20.667285203933716,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.009891625427657966,0.9973935708079931,0.9949706244980516,0.9973995113955503,0.1701517769129504,0.9349220898258478,0.860959455899172,0.93426612021195,0.76875,0.8913043478260869,0.825503355704698
23,mobilenet_arch_final_04,20.481322288513184,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.008410757672100115,0.9977410947002606,0.9960256268938046,0.9977448166052355,0.17679675626045915,0.9340054995417049,0.8600065960343413,0.9342860356810262,0.7643312101910829,0.8695652173913043,0.8135593220338984
24,mobilenet_arch_final_04,20.414796113967896,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.005454725001191803,0.9986099044309297,0.9976069955495991,0.9986124202479406,0.2193661893103309,0.9303391384051329,0.8473330304038641,0.9290168935614813,0.7325581395348837,0.9130434782608695,0.8129032258064516
25,mobilenet_arch_final_04,21.04732894897461,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.0040043353436063234,0.9991311902693311,0.9985607023714301,0.999131890233905,0.19863028799948354,0.9321723189734189,0.8563065817187823,0.9326153663996049,0.7579617834394905,0.8623188405797102,0.8067796610169492
26,mobilenet_arch_final_04,20.95117449760437,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.006487755102386009,0.9984361424847958,0.9971810979239196,0.9984384946836847,0.1988452773529229,0.9303391384051329,0.8505805517052927,0.9300465947619372,0.75,0.8695652173913043,0.8053691275167785
27,mobilenet_arch_final_04,20.540172815322876,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.006141314362184107,0.9986099044309297,0.9978161883356516,0.9986115192968599,0.2090756640790821,0.9294225481209899,0.8491506970566614,0.9296517444051975,0.7407407407407407,0.8695652173913043,0.8
28,mobilenet_arch_final_04,21.30632734298706,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.006995778696829082,0.9977410947002606,0.9960931525366645,0.9977441564582862,0.20507084725047575,0.9275893675527039,0.843839597521834,0.9271969872296542,0.7361963190184049,0.8695652173913043,0.7973421926910299
29,mobilenet_arch_final_04,21.009334087371826,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.006421047689594032,0.9987836663770634,0.9976130819087465,0.9987846176597893,0.20564350159438527,0.9303391384051329,0.8510903747701227,0.9299372262029814,0.7547169811320755,0.8695652173913043,0.8080808080808081
30,mobilenet_arch_final_04,20.647562265396118,224,0.0001,0.0003,1.2,low,mlp_1,256,1.0,0.1,hardswish,avg,none,full,1075748,1075748,148740,0.005682589028125303,0.9986099044309297,0.9975719168502422,0.9986109504644074,0.19608373931902892,0.9303391384051329,0.8510903747701227,0.9299372262029814,0.7547169811320755,0.8695652173913043,0.8080808080808081
