epoch,run_name,epoch_time_s,image_size,lr,weight_decay,active_brazing_boost,augmentation,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,num_params,num_trainable_params,num_classifier_params,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_active_brazing_precision,val_active_brazing_recall,val_active_brazing_f1
1,mobilenet_arch_evo_015,20.53719472885132,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.7888826856812013,0.6903562119895743,0.6163630295459752,0.7161343815617817,0.7510711874686502,0.6782768102658112,0.5938930220933947,0.7265959002576532,0.5955056179775281,0.38405797101449274,0.4669603524229075
2,mobilenet_arch_evo_015,20.73101258277893,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.28379968378553694,0.910165073848827,0.862716582153425,0.9161757843466445,0.4742983070455703,0.8340971585701191,0.6715878060263654,0.8084336922017327,0.9761904761904762,0.2971014492753623,0.45555555555555555
3,mobilenet_arch_evo_015,20.412347078323364,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.17919825237927284,0.9509991311902694,0.9162678378406672,0.9528578183862374,0.348733318489861,0.8817598533455545,0.7978619197005697,0.8900622331069593,0.5721649484536082,0.8043478260869565,0.6686746987951807
4,mobilenet_arch_evo_015,20.70452618598938,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.12126359163122422,0.9687228496959166,0.9470832455256935,0.9693880213806341,0.2999087480382565,0.8799266727772685,0.7813205199889123,0.8865234648080371,0.5707070707070707,0.8188405797101449,0.6726190476190477
5,mobilenet_arch_evo_015,20.426644802093506,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.10834186820363502,0.9697654213727194,0.9470288167607193,0.9705157131520173,0.3283434854717934,0.845096241979835,0.6531660982629877,0.8419184880982303,0.4634146341463415,0.8260869565217391,0.59375
6,mobilenet_arch_evo_015,20.662131309509277,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.08316336472030829,0.9756733275412685,0.9570587211413608,0.9760188403398423,0.21957711555664688,0.9202566452795601,0.8547177830860886,0.922862862685414,0.7744360902255639,0.7463768115942029,0.7601476014760148
7,mobilenet_arch_evo_015,20.637882471084595,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.08824010289927134,0.9761946133796698,0.9573114178137194,0.9765883589357446,0.48528440638789333,0.8001833180568286,0.688760359024913,0.8192724972727788,0.43902439024390244,0.9130434782608695,0.5929411764705882
8,mobilenet_arch_evo_015,20.570985078811646,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.06867171601043588,0.9821025195482189,0.9686947471327318,0.9823103639634849,0.18484191864594052,0.916590284142988,0.8475970494554828,0.9204674790185363,0.695906432748538,0.8623188405797102,0.7702265372168284
9,mobilenet_arch_evo_015,20.493096351623535,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.05490114079621644,0.9850564726324935,0.9735341814288195,0.9852442555221811,0.22032660826755557,0.8982584784601283,0.8025918353478212,0.9014224800473509,0.6056338028169014,0.9347826086956522,0.7350427350427351
10,mobilenet_arch_evo_015,20.291078805923462,224,0.0001,0.0003,1.2,low,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,1075108,792740,148100,0.06307428754561886,0.9840139009556907,0.97111859711454,0.9841819190427435,0.3724911993738233,0.8524289642529789,0.7851260836278771,0.8645261719959251,0.5882352941176471,0.9420289855072463,0.724233983286908
