epoch,run_name,epoch_time_s,image_size,lr,weight_decay,active_brazing_boost,augmentation,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,num_params,num_trainable_params,num_classifier_params,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_active_brazing_precision,val_active_brazing_recall,val_active_brazing_f1
1,mobilenet_arch_evo_045,20.744624853134155,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.6350447876726825,0.8642919200695047,0.7895214929489429,0.8682032742165615,0.5927054785349083,0.7763519706691109,0.478910194532469,0.7022146217853928,1.0,0.13768115942028986,0.24203821656050956
2,mobilenet_arch_evo_045,20.806084632873535,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.16850742000558913,0.9595134665508254,0.9297004530601983,0.9607685079463646,0.24923711840667712,0.923006416131989,0.8378006986204152,0.9198947749033304,0.987012987012987,0.5507246376811594,0.7069767441860465
3,mobilenet_arch_evo_045,20.63681125640869,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.11927225734232613,0.9713292788879235,0.948963281781045,0.9718595563902618,0.17928777310372382,0.9312557286892759,0.853750336202338,0.9305447178893942,0.75,0.8913043478260869,0.8145695364238411
4,mobilenet_arch_evo_045,20.772676944732666,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.08711947678781716,0.9781059947871417,0.9611923792896138,0.9784802321838091,0.17266380298954428,0.9404216315307058,0.876900953771953,0.940263283507938,0.8308823529411765,0.8188405797101449,0.8248175182481752
5,mobilenet_arch_evo_045,20.746753931045532,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.07419377909107482,0.9824500434404866,0.9692414592965344,0.9826820940193656,0.19772897549929638,0.923006416131989,0.8292561984189524,0.920885313301269,0.7307692307692307,0.8260869565217391,0.7755102040816326
6,mobilenet_arch_evo_045,20.709604740142822,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.058666065035769786,0.98627280625543,0.9747534750340434,0.9864349634885834,0.24039973717910176,0.8918423464711274,0.7851279681610348,0.8961875650770169,0.6169154228855721,0.8985507246376812,0.7315634218289085
7,mobilenet_arch_evo_045,20.727482318878174,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.043153367809090376,0.9911381407471763,0.9832724309425281,0.9911915846026876,0.24317444681841283,0.8955087076076994,0.8183613307556088,0.9008379763750173,0.6946107784431138,0.8405797101449275,0.760655737704918
8,mobilenet_arch_evo_045,20.574745416641235,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.044407471843455455,0.9871416159860991,0.977131563665281,0.9872844976961298,0.19830092786035333,0.9147571035747021,0.8286311247456533,0.9182488878213477,0.7291666666666666,0.7608695652173914,0.7446808510638298
9,mobilenet_arch_evo_045,20.75563335418701,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.03955652859425261,0.989748045178106,0.9813311480120647,0.9898050775477151,0.15183856347140426,0.9330889092575618,0.8634508991305143,0.934922810393481,0.7928571428571428,0.8043478260869565,0.7985611510791367
10,mobilenet_arch_evo_045,20.78560447692871,224,0.0001,0.0003,1.2,low,linear,256,0.5,0.1,relu,avg,none,full,929316,929316,2308,0.025185467447797493,0.9942658557775848,0.9893691779887733,0.9942927669204407,0.1632994715803867,0.9294225481209899,0.8552627491880366,0.9311757226996236,0.7762237762237763,0.8043478260869565,0.7900355871886121
