run_name,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,best_epoch,best_val_macro_f1,best_val_accuracy,best_val_weighted_f1,best_val_active_brazing_precision,best_val_active_brazing_recall,best_val_active_brazing_f1,num_params,num_trainable_params,num_classifier_params,checkpoint,fitness,generation
mobilenet_arch_evo_067,mlp_2,128,1.0,0.2,hardswish,avg,none,full,9,0.8450853876571788,0.9340054995417049,0.9319774845324033,0.7432432432432432,0.7971014492753623,0.7692307692307693,1017892,1017892,90884,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_067_best.pt,0.8095210004506629,3
mobilenet_arch_evo_013,mlp_2,128,1.0,0.1,hardswish,avg,none,full,7,0.8526803039133375,0.9367552703941339,0.9365694739587405,0.7412587412587412,0.7681159420289855,0.7544483985765125,1017892,1017892,90884,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_013_best.pt,0.8037968027627959,1
mobilenet_arch_evo_015,mlp_1,128,1.0,0.2,hardswish,avg_max,none,last_blocks,6,0.8547177830860886,0.9202566452795601,0.922862862685414,0.7744360902255639,0.7463768115942029,0.7601476014760148,1075108,792740,148100,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_015_best.pt,0.8024050737987798,1
mobilenet_arch_evo_053,mlp_1,512,1.0,0.3,hardswish,avg,none,last_blocks,2,0.8407248779962896,0.9101741521539871,0.9091314340272469,0.7753623188405797,0.7753623188405797,0.7753623188405797,1224484,942116,297476,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_053_best.pt,0.8020940784184346,3
mobilenet_arch_evo_041,mlp_1,128,1.0,0.1,hardswish,avg,none,full,3,0.8320524259349966,0.9156736938588451,0.9175250711085495,0.7207792207792207,0.8043478260869565,0.7602739726027398,1001380,1001380,74372,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_041_best.pt,0.8012868372915007,2
mobilenet_arch_evo_003,mlp_2,256,0.5,0.2,hardswish,avg_max,batchnorm,last_blocks,4,0.8257539200828622,0.8973418881759854,0.90403725880845,0.6505376344086021,0.8768115942028986,0.7469135802469136,1256356,973988,329348,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_003_best.pt,0.7992314922582855,0
mobilenet_arch_evo_037,mlp_2,128,0.5,0.2,hardswish,avg,none,last_blocks,10,0.8378144967845899,0.9138405132905592,0.918628478894141,0.7744360902255639,0.7463768115942029,0.7601476014760148,1009380,727012,82372,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_037_best.pt,0.7952679906480304,2
mobilenet_arch_evo_021,mlp_2,256,0.5,0.2,hardswish,avg,none,last_blocks,8,0.8102656576282241,0.9010082493125573,0.9060824167726781,0.6685393258426966,0.8623188405797102,0.7531645569620253,1108132,825764,181124,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_021_best.pt,0.7944657698377774,1
mobilenet_arch_evo_016,linear,128,1.0,0.3,gelu,avg_max,none,last_blocks,9,0.8159653312475256,0.8927589367552704,0.8987858996863408,0.6060606060606061,0.8695652173913043,0.7142857142857143,931620,649252,4612,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_016_best.pt,0.7883252082324586,1
mobilenet_arch_evo_004,mlp_2,512,0.5,0.3,gelu,avg_max,batchnorm,last_blocks,3,0.8303097024673045,0.8982584784601283,0.9037217359380353,0.5961538461538461,0.8985507246376812,0.7167630057803468,1651236,1368868,724228,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_004_best.pt,0.7863199519524258,0
mobilenet_arch_evo_014,mlp_1,256,1.0,0.2,relu,avg_max,none,full,2,0.8107059646725624,0.9000916590284143,0.9012021444034938,0.7328767123287672,0.7753623188405797,0.7535211267605634,1223204,1223204,296196,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_014_best.pt,0.7794658045285653,1
mobilenet_arch_evo_010,mlp_2,256,1.0,0.3,gelu,avg_max,batchnorm,full,7,0.8321730160350516,0.9110907424381302,0.9154533373550264,0.7,0.7608695652173914,0.7291666666666666,1290020,1290020,363012,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_010_best.pt,0.7781650361334677,0
mobilenet_arch_evo_077,mlp_1,128,1.0,0.1,hardswish,avg_max,none,last_blocks,9,0.8155548410680191,0.9046746104491292,0.9087436120948823,0.7103448275862069,0.7463768115942029,0.7279151943462897,1075108,792740,148100,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_077_best.pt,0.7715422602943414,4
mobilenet_arch_evo_019,mlp_2,512,1.0,0.1,hardswish,avg_max,none,full,3,0.7986504005002808,0.9138405132905592,0.9121706106239766,0.6224489795918368,0.8840579710144928,0.7305389221556886,1782052,1782052,855044,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_019_best.pt,0.7705216386568053,1
mobilenet_arch_evo_008,mlp_2,128,0.5,0.3,hardswish,avg,none,last_blocks,5,0.8013196495233036,0.8927589367552704,0.8993291436313731,0.6566265060240963,0.7898550724637681,0.7171052631578947,1009380,727012,82372,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_008_best.pt,0.7684774877364802,0
mobilenet_arch_evo_073,mlp_1,128,0.5,0.2,hardswish,avg_max,none,last_blocks,10,0.8276020407579576,0.9110907424381302,0.9148507879316661,0.7661290322580645,0.6884057971014492,0.7251908396946565,1075108,792740,148100,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_073_best.pt,0.7679166838373259,4
mobilenet_arch_evo_054,mlp_1,256,0.5,0.2,relu,avg_max,batchnorm,full,8,0.7855561089706967,0.8881759853345554,0.8927806919703011,0.5740740740740741,0.8985507246376812,0.7005649717514124,1223716,1223716,296708,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_054_best.pt,0.7668242432939948,3
mobilenet_arch_evo_030,mlp_1,256,0.5,0.1,gelu,avg_max,none,last_blocks,9,0.7638263730478607,0.8762603116406966,0.8805007443472644,0.5518672199170125,0.9637681159420289,0.7018469656992085,1223204,940836,296196,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_030_best.pt,0.7662009219099577,2
mobilenet_arch_evo_063,mlp_2,256,0.5,0.1,relu,avg,none,full,2,0.8096012802759106,0.9138405132905592,0.9144245529350942,0.6666666666666666,0.7536231884057971,0.7074829931972789,1108132,1108132,181124,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_063_best.pt,0.7618406860178725,3
mobilenet_arch_evo_000,linear,512,1.0,0.2,gelu,avg_max,none,full,5,0.772645121012438,0.8120989917506874,0.8385882206745864,0.8796296296296297,0.6884057971014492,0.7723577235772358,931620,931620,4612,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_000_best.pt,0.759816393323469,0
mobilenet_arch_evo_005,mlp_1,256,0.5,0.2,relu,avg_max,none,last_blocks,9,0.8047312165881391,0.8945921173235564,0.8991620431831148,0.6666666666666666,0.7391304347826086,0.7010309278350515,1223204,940836,296196,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_005_best.pt,0.7526720782537288,0
mobilenet_arch_evo_079,mlp_2,512,1.0,0.1,hardswish,avg_max,none,full,2,0.8326534207003453,0.921173235563703,0.9163237477221668,0.8018018018018018,0.644927536231884,0.714859437751004,1782052,1782052,855044,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_079_best.pt,0.7461657639978067,4
mobilenet_arch_evo_071,mlp_1,512,0.5,0.3,hardswish,avg_max,none,full,6,0.7940992607386904,0.8991750687442713,0.902201148376604,0.6463414634146342,0.7681159420289855,0.7019867549668874,1519396,1519396,592388,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_071_best.pt,0.7461146259121036,4
mobilenet_arch_evo_033,mlp_1,128,0.5,0.2,hardswish,avg_max,batchnorm,last_blocks,3,0.8197181340681983,0.9083409715857012,0.9082460759018098,0.7521367521367521,0.6376811594202898,0.6901960784313725,1075364,792996,148356,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_033_best.pt,0.744112748398123,2
mobilenet_arch_evo_049,linear,256,1.0,0.1,hardswish,avg_max,batchnorm,last_blocks,2,0.8319354991588446,0.9147571035747021,0.9141568552368574,0.7567567567567568,0.6086956521739131,0.6746987951807228,933924,651556,6916,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_049_best.pt,0.7432783557187622,2
mobilenet_arch_evo_009,mlp_2,256,0.5,0.2,gelu,avg_max,none,last_blocks,2,0.7878881490529173,0.8835930339138405,0.8844782493600466,0.6451612903225806,0.5797101449275363,0.6106870229007634,1255588,973220,328580,models/checkpoints/mobilenet_architecture_evolution/mobilenet_arch_evo_009_best.pt,0.6880694542808563,0
