epoch,run_name,epoch_time_s,image_size,lr,weight_decay,active_brazing_boost,augmentation,head_type,head_hidden,head_bottleneck_ratio,dropout,activation,pooling,head_norm,freeze_mode,num_params,num_trainable_params,num_classifier_params,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,val_active_brazing_precision,val_active_brazing_recall,val_active_brazing_f1
1,mobilenet_arch_final_05,20.526941776275635,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.8482429254945727,0.6516072980017377,0.5902352827158779,0.6774197252018029,0.7689134750095231,0.8075160403299725,0.5855540829194225,0.771758239163473,1.0,0.13043478260869565,0.23076923076923078
2,mobilenet_arch_final_05,20.877440690994263,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.25153876796015234,0.9298001737619461,0.8852921006123002,0.9336794402706152,0.3145523732212243,0.925756186984418,0.8450024902399994,0.9235466805267648,0.975609756097561,0.5797101449275363,0.7272727272727273
3,mobilenet_arch_final_05,20.769701957702637,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.1580750812107226,0.9576020851433537,0.9269576222700484,0.9589712930900163,0.19662795571962885,0.928505957836847,0.8694127024290026,0.9306269360901145,0.7549668874172185,0.8260869565217391,0.7889273356401384
4,mobilenet_arch_final_05,20.713988304138184,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.1095400193461794,0.9704604691572546,0.9491278274275271,0.9712391706550221,0.15889710911351582,0.9413382218148487,0.8857514079591382,0.9425268586298392,0.9795918367346939,0.6956521739130435,0.8135593220338984
5,mobilenet_arch_final_05,20.82680606842041,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.11286885025421502,0.9697654213727194,0.9480024303537864,0.9705355343035255,0.17570824880292404,0.928505957836847,0.8669380451349026,0.9316143581946802,0.7650602409638554,0.9202898550724637,0.8355263157894737
6,mobilenet_arch_final_05,20.63215446472168,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.08384179837555082,0.9789748045178106,0.9630957559764053,0.9793682634726222,0.15572705819113794,0.9312557286892759,0.8630128743816449,0.9324022780386654,0.7559523809523809,0.9202898550724637,0.8300653594771242
7,mobilenet_arch_final_05,20.570523738861084,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.07460453722198744,0.9800173761946134,0.9641014358583022,0.9802404571944342,0.2290970453247337,0.9147571035747021,0.8494231983467156,0.9182224520923924,0.7411764705882353,0.9130434782608695,0.8181818181818182
8,mobilenet_arch_final_05,20.629897832870483,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.07213320099885416,0.9810599478714161,0.9670154394056052,0.9812625495158378,0.13602373641527196,0.9440879926672777,0.8949566882318898,0.9462163326645991,0.8472222222222222,0.8840579710144928,0.8652482269503546
9,mobilenet_arch_final_05,20.54186773300171,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.06497614823741357,0.9840139009556907,0.9712501810667823,0.9841478679812493,0.157587486893371,0.9376718606782768,0.877590786420841,0.9387260375675268,0.7898089171974523,0.8985507246376812,0.8406779661016949
10,mobilenet_arch_final_05,20.480169773101807,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.05723417719274267,0.9848827106863597,0.9735172235584708,0.9850506056504551,0.14877539528607575,0.9376718606782768,0.8821483585853911,0.9390955688584739,0.9285714285714286,0.7536231884057971,0.832
11,mobilenet_arch_final_05,20.790883779525757,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.046711415811551076,0.9895742832319722,0.9805781971861619,0.9896440656035921,0.1648516342259364,0.9330889092575618,0.862389165119373,0.9333339680109312,0.7621951219512195,0.9057971014492754,0.8278145695364238
12,mobilenet_arch_final_05,20.601394414901733,224,0.0001,0.0003,1.2,low,mlp_1,128,0.5,0.2,hardswish,avg,none,last_blocks,1001380,719012,74372,0.05062458383374169,0.9847089487402259,0.9731960293066186,0.9849478360630097,0.1719291414285504,0.9275893675527039,0.856040659913337,0.9291294652729598,0.7682119205298014,0.8405797101449275,0.8027681660899654
