frame_idx,timestamp_s,frame_read_ms,preprocess_ms,model_ms,neural_trigger_ms,cv_trigger_ms,postprocess_ms,total_ms,raw_stage_id,raw_stage_name,stable_stage_id,stable_stage_name,confidence,p_active_brazing,neural_trigger_on,cv_score,cv_trigger_on,hold_signal_on
0,0.0,54.69277600013811,83.79616999991413,371.83408700002474,0.008739999884710414,0.0035889997889171354,0.03584700016290299,513.8457100001688,0,inactive_preparation,0,inactive_preparation,0.9997559189796448,9.795738878892735e-05,False,,False,False
1,0.03336666666666667,6.422687999929622,9.7423180000078,142.63298799960467,0.004437999905348988,0.0014450001799559686,0.030220000098779565,158.9252439998745,0,inactive_preparation,0,inactive_preparation,0.9997357726097107,7.492024451494217e-05,False,,False,False
2,0.06673333333333334,4.3320899999343965,6.8790190002800955,143.95224300005793,0.0023150000743044075,0.0011949996405746788,0.042207000205962686,155.288851000023,0,inactive_preparation,0,inactive_preparation,0.9995850920677185,0.0001037029578583315,False,,False,False
3,0.10010000000000001,4.970594000042183,9.216120000019146,150.76225099983276,0.0021830001060152426,0.00125599990496994,0.021335999917937443,165.05977600036204,0,inactive_preparation,0,inactive_preparation,0.9995908141136169,8.386740955756977e-05,False,,False,False
4,0.13346666666666668,4.072524000093836,8.647676999771647,140.66025300007823,0.002933999894594308,0.0012819996300095227,0.022465000256488565,153.52310400021452,0,inactive_preparation,0,inactive_preparation,0.9997068047523499,6.80031007505022e-05,False,,False,False
5,0.16683333333333333,3.472435999810841,8.652493000226968,151.56300399985412,0.002810999831126537,0.001181000243377639,0.022184000044944696,163.79972000004273,0,inactive_preparation,0,inactive_preparation,0.9996206760406494,0.00014245175407268107,False,,False,False
6,0.20020000000000002,4.007321000244701,9.35897199997271,148.3697660000871,0.0025709996407385916,0.001217000317410566,0.021685999854526017,161.84384500002125,0,inactive_preparation,0,inactive_preparation,0.999736487865448,7.572554022772238e-05,False,,False,False
7,0.23356666666666667,5.965206999917427,7.538887000009709,150.47269000024244,0.0024440000743197743,0.0012519999472715426,0.020808000044780783,164.0826439997909,0,inactive_preparation,0,inactive_preparation,0.9998490810394287,3.4471569961169735e-05,False,,False,False
8,0.26693333333333336,3.421425999931671,7.942384000216407,148.54930499996044,0.003041999661945738,0.0012860000424552709,0.02197699996031588,160.01975500012122,0,inactive_preparation,0,inactive_preparation,0.9998596906661987,3.678274151752703e-05,False,,False,False
9,0.3003,4.229216000112501,9.041044000241527,157.1478189998743,0.002534000032028416,0.001300999883824261,0.02239599962194916,170.53076499996678,0,inactive_preparation,0,inactive_preparation,0.9997839331626892,7.575737981824204e-05,False,,False,False
10,0.33366666666666667,4.832546999750775,8.962463999978354,146.04442900008507,0.0032550001378695015,0.0011920001270482317,0.02274999997098348,159.96383599986075,0,inactive_preparation,0,inactive_preparation,0.9997689127922058,9.353193308925256e-05,False,,False,False
11,0.3670333333333333,2.291706000050908,5.030848999922455,141.35343499992814,0.0028419999580364674,0.001627000074222451,0.022418000298785046,148.79807800025446,0,inactive_preparation,0,inactive_preparation,0.9997969269752502,8.831367449602112e-05,False,,False,False
12,0.40040000000000003,2.534465000280761,4.196984999907727,148.27038000021275,0.0027189998945686966,0.0015140003597480245,0.022778000129619613,155.11837799977002,0,inactive_preparation,0,inactive_preparation,0.9992819428443909,0.00026100873947143555,False,,False,False
13,0.4337666666666667,2.880980000099953,5.282263000026433,95.48244300003716,0.0021680002646462526,0.001015000179904746,0.018138000086764805,103.77269799982969,0,inactive_preparation,0,inactive_preparation,0.9996886253356934,0.00012550161045510322,False,,False,False
14,0.46713333333333334,2.2520210000038787,5.049200000030396,94.12878199964325,0.002237999979115557,0.0011269999049545731,0.018150999949284596,101.52321499981554,0,inactive_preparation,0,inactive_preparation,0.9997109770774841,0.00013008556561544538,False,,False,False
15,0.5005000000000001,2.0489160001488926,5.09160800038444,94.64218500033894,0.0015420000636368059,0.0010959997780446429,0.01625200002308702,101.87040400023761,0,inactive_preparation,0,inactive_preparation,0.9997696280479431,0.00012797641102224588,False,,False,False
16,0.5338666666666667,1.937055999860604,5.126871999891591,95.83039699964502,0.002099999619531445,0.0011859997357532848,0.01822500007619965,102.98609700021188,0,inactive_preparation,0,inactive_preparation,0.999542236328125,0.00023761649208609015,False,,False,False
17,0.5672333333333334,1.603505000275618,5.16361500012863,102.80445000034888,0.00229499983106507,0.0008869997145666275,0.01909000002342509,109.66507800003455,0,inactive_preparation,0,inactive_preparation,0.9991065859794617,0.0005972492508590221,False,,False,False
18,0.6006,1.9265999999333872,5.260489000193047,92.57378099982816,0.0018669998098630458,0.0009539999155094847,0.01786599978004233,99.87672299985206,0,inactive_preparation,0,inactive_preparation,0.998230516910553,0.0012131097028031945,False,,False,False
19,0.6339666666666667,1.917866999974649,5.070183000043471,92.73082800018528,0.0021320001906133257,0.0009359996511193458,0.016420000065409113,99.82599799968739,0,inactive_preparation,0,inactive_preparation,0.9988042116165161,0.000832308956887573,False,,False,False
20,0.6673333333333333,1.9195949998902506,4.910515000119631,92.90101899978254,0.0020950001271557994,0.0008799997885944322,0.017359000139549607,99.82283899989852,0,inactive_preparation,0,inactive_preparation,0.9977388381958008,0.0016616027569398284,False,,False,False
21,0.7007,1.998987000206398,4.907029000150942,94.50291700022717,0.00176799994733301,0.0010039998414868023,0.016638000033708522,101.49651700021423,0,inactive_preparation,0,inactive_preparation,0.997318685054779,0.002066653687506914,False,,False,False
