batch_size,repeats,ms_per_batch,ms_per_image,fps_estimate
1,100,2.705705165863037,2.705705165863037,369.5894189125483
8,100,2.6943016052246094,0.33678770065307617,2969.2295712131618
16,100,2.6833558082580566,0.16770973801612854,5962.6829773225845
