epoch,run_name,image_size,lr,epoch_time_s,val_active_brazing_f1,val_active_brazing_recall,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,resnet18_128,128,0.0003,18.654208660125732,0.6481994459833795,0.8478260869565217,0.30298664189493213,0.9065160729800174,0.8563938147952789,0.9122387122065009,0.5538382721154871,0.7937671860678277,0.6726147215313706,0.8141888527209907
2,resnet18_128,128,0.0003,18.37735390663147,0.7105263157894737,0.782608695652174,0.12149606776641411,0.9649000868809731,0.9385568596820971,0.9658920866955071,0.5378921722575397,0.7057745187901008,0.6724328333011009,0.7574524702841491
3,resnet18_128,128,0.0003,18.208303689956665,0.717607973421927,0.782608695652174,0.09402739210013822,0.976020851433536,0.9574681954627254,0.9764919950045899,0.3459493566546026,0.9019248395967002,0.7983037009972594,0.9051794318871319
4,resnet18_128,128,0.0003,18.31152057647705,0.6090909090909091,0.9710144927536232,0.07257110117784953,0.9782797567332754,0.9629885637634383,0.9786102300633309,0.9717685941821878,0.8029330889092575,0.6366501097925746,0.8093899459385949
5,resnet18_128,128,0.0003,18.118252277374268,0.7034482758620689,0.7391304347826086,0.07144200118674494,0.9808861859252823,0.9646410053241427,0.9811648715178131,0.3983341045549216,0.8982584784601283,0.7806727981234061,0.896223824063286
6,resnet18_128,128,0.0003,18.14936065673828,0.7481481481481481,0.7318840579710145,0.04750664538419041,0.9878366637706343,0.9775519430009492,0.9879486517417718,0.6305856267954651,0.7882676443629697,0.747834019091112,0.8247421574929166
7,resnet18_128,128,0.0003,18.369784593582153,0.6504559270516718,0.7753623188405797,0.05224062034635312,0.988010425716768,0.9771185573360368,0.9881162749196568,0.5128128003029677,0.8350137488542622,0.7015444692586935,0.8476366240434527
8,resnet18_128,128,0.0003,18.4832546710968,0.7111111111111111,0.6956521739130435,0.045673641297568957,0.9869678540399652,0.9769867748706801,0.9871420825626601,0.3078852905165557,0.9083409715857012,0.8089314273751027,0.9086379339182535
9,resnet18_128,128,0.0003,18.32325577735901,0.6482758620689655,0.6811594202898551,0.06069983862256299,0.9859252823631625,0.9738719219209941,0.986042947065848,0.4033270274784811,0.8790100824931256,0.7426425618654566,0.8770838759099955
10,resnet18_128,128,0.0003,18.052773475646973,0.8825622775800712,0.8985507246376812,0.03427381693465646,0.9913119026933102,0.9838909608705085,0.9913898713688808,0.4295335243323004,0.9340054995417049,0.8633394608574091,0.9292251411890606
11,resnet18_128,128,0.0003,18.11543345451355,0.6666666666666666,0.8695652173913043,0.0535742383804674,0.9890529973935708,0.9806449233409958,0.9891012508908407,0.4877684342725281,0.8735105407882676,0.7193538647342995,0.8708931346818408
12,resnet18_128,128,0.0003,18.181769132614136,0.680327868852459,0.6014492753623188,0.04958400749892715,0.988879235447437,0.9787218046112502,0.9889762167292799,0.8108026562420291,0.8845096241979835,0.7697441972431668,0.8757975264296892
13,resnet18_128,128,0.0003,18.30251121520996,0.7871485943775101,0.7101449275362319,0.05592216576638103,0.9845351867940921,0.9735796373832463,0.9848156750228197,0.18257863851925643,0.918423464711274,0.8496380192634866,0.9212622033032304
14,resnet18_128,128,0.0003,19.155922889709473,0.631578947368421,0.782608695652174,0.04266790558109068,0.988879235447437,0.9804041348846839,0.9889849164232541,0.5436875032258,0.8680109990834097,0.7371950358513815,0.8727428471200419
15,resnet18_128,128,0.00015,18.20724844932556,0.6298850574712643,0.9927536231884058,0.03574720951635471,0.991485664639444,0.9839789137965553,0.9915247195339985,0.6910650821478003,0.8340971585701191,0.6375908815926965,0.8290095627743866
16,resnet18_128,128,0.00015,18.332821130752563,0.7927927927927928,0.9565217391304348,0.023984485711711422,0.9937445699391834,0.9886447933851923,0.9937619049673221,0.4057652085260269,0.9046746104491292,0.8058964373085902,0.9048042893969951
