epoch,run_name,image_size,lr,epoch_time_s,val_active_brazing_f1,val_active_brazing_recall,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,phase,active_brazing_boost
23,resnet18_64_finetuned,64,5e-05,16.767608642578125,0.7880597014925373,0.9565217391304348,0.03781273127901655,0.989748045178106,0.9824944046958282,0.989829905078989,0.3286436156779098,0.9156736938588451,0.8050144581966109,0.9101215218734349,initial,1.2
24,resnet18_64_finetuned,64,5e-05,16.878817558288574,0.732620320855615,0.9927536231884058,0.01509297202765249,0.9958297132927889,0.992520030388441,0.9958429966104159,0.42290413142032374,0.8872593950504125,0.759358913426381,0.8874524728286558,initial,1.2
25,resnet18_64_finetuned,64,5e-05,16.50990056991577,0.8012048192771084,0.9637681159420289,0.012332421102077391,0.9960034752389226,0.9932736051111422,0.9960242407477982,0.402585490306088,0.9120073327222732,0.8014135072525858,0.9108541254163318,finetune,1.2
26,resnet18_64_finetuned,64,5e-05,16.664974212646484,0.8159509202453987,0.9637681159420289,0.014939494098501878,0.9947871416159861,0.9909695562370825,0.994826001673464,0.3161708374549634,0.9266727772685609,0.8400279225611968,0.9257503641726736,finetune,1.2
27,resnet18_64_finetuned,64,5e-05,16.57096552848816,0.8184615384615385,0.9637681159420289,0.014063470628757896,0.9954821894005212,0.9918189042011225,0.9954976928804782,0.4284695502857423,0.9330889092575618,0.8448935297680302,0.9299860049588988,finetune,1.2
28,resnet18_64_finetuned,64,5e-05,16.591320037841797,0.7492795389048992,0.9420289855072463,0.01862487416120924,0.9954821894005212,0.9917626252069821,0.9955053059597564,0.3018221715617236,0.9028414298808433,0.7935147393746877,0.9041935436326761,finetune,1.2
29,resnet18_64_finetuned,64,5e-05,16.68683409690857,0.7282321899736148,1.0,0.008792136259529525,0.9966985230234578,0.9942751564240049,0.9967149135754556,0.594312524387297,0.8991750687442713,0.7601732878365375,0.8940921128040575,finetune,1.2
30,resnet18_64_finetuned,64,5e-05,16.5501229763031,0.73224043715847,0.9710144927536232,0.013568054590751291,0.9960034752389226,0.9929342911402901,0.9960173447464371,0.4055173540794057,0.9019248395967002,0.7778913973044825,0.9005303477235477,finetune,1.2
31,resnet18_64_finetuned,64,2.5e-05,16.55692744255066,0.7297297297297297,0.9782608695652174,0.013197547618427062,0.9973935708079931,0.9954343386381326,0.9973982978435805,0.5384697507909669,0.9037580201649863,0.776342829666492,0.9000326250923447,finetune,1.2
32,resnet18_64_finetuned,64,2.5e-05,16.51512908935547,0.7987987987987988,0.9637681159420289,0.011844318499902428,0.9966985230234578,0.9939646560302854,0.9967077789187898,0.35175473913858796,0.9303391384051329,0.8454757523170915,0.928121799861867,finetune,1.2
