method,accuracy,macro_f1,weighted_f1
raw_no_hard,0.9597946963216424,0.9175129275416958,0.9573249290588297
majority_smoothing_w5_no_hard,0.962360992301112,0.9233668302063189,0.9601112989901602
state_machine_v1_c5_w7_no_hard,0.9580838323353293,0.9154795713564942,0.956193031997608
