epoch,run_name,image_size,lr,weight_decay,active_brazing_boost,augmentation,epoch_time_s,val_active_brazing_f1,val_active_brazing_recall,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
11,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.751100540161133,0.7603305785123967,1.0,0.022845671204510237,0.9946133796698523,0.9901125768110404,0.9946299465319461,0.45045359822522646,0.8982584784601283,0.7452483466303476,0.885950755867971
12,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.7532742023468,0.7648725212464589,0.9782608695652174,0.011434651317611356,0.9961772371850565,0.9934428618818261,0.9961868225659676,0.4609568443876149,0.8991750687442713,0.7465440449818291,0.8854833835105005
13,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,18.060237407684326,0.8095238095238095,0.9855072463768116,0.017593381340638918,0.9960034752389226,0.9927589173483257,0.9960168679792065,0.37740111456767617,0.9156736938588451,0.794891592327964,0.9049749052101698
14,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.717833518981934,0.7696629213483146,0.9927536231884058,0.011581834764237015,0.996524761077324,0.9934605008989409,0.9965392378475424,0.41748023329325334,0.9046746104491292,0.7500885622860001,0.8891941997035206
15,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.68177843093872,0.7896253602305475,0.9927536231884058,0.012409938656588244,0.9963509991311903,0.9934110892602181,0.9963637033781997,0.37035947076243314,0.9046746104491292,0.7679455871056451,0.8929835514223462
16,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.88481569290161,0.7771428571428571,0.9855072463768116,0.008813440916007085,0.9977410947002606,0.9959203151381628,0.9977471689843821,0.3756631993479266,0.9019248395967002,0.7522358987832569,0.8875587592780348
17,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.76403260231018,0.7727272727272727,0.9855072463768116,0.0077179603585807504,0.9977410947002606,0.9961387073070653,0.9977448245694618,0.3973602874510209,0.9019248395967002,0.7527431415120235,0.8882519389720865
18,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.710819721221924,0.8071216617210683,0.9855072463768116,0.006219648238943872,0.998262380538662,0.9970093207650401,0.9982640637533984,0.3548593480158815,0.9156736938588451,0.7942675772449687,0.9052635435223979
19,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.7880961894989,0.7705382436260623,0.9855072463768116,0.00932588176729136,0.9972198088618592,0.9951702358153578,0.9972254386582661,0.4146478040058841,0.8964252978918423,0.7498019544048443,0.8846347996752586
20,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.88143229484558,0.8,0.9855072463768116,0.004623587888438533,0.9986099044309297,0.9977027715907362,0.9986118229679507,0.40145677519545747,0.9092575618698442,0.7786361078488402,0.8973833186161186
21,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.663264513015747,0.8168168168168168,0.9855072463768116,0.003816020425797871,0.9989574283231972,0.998280140515573,0.9989586404461046,0.36769033229314,0.9147571035747021,0.7992699896292556,0.9053301056530562
22,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.744921922683716,0.8119402985074626,0.9855072463768116,0.004316184380115799,0.9989574283231972,0.9982632188914502,0.9989581185472262,0.38117871222374045,0.9120073327222732,0.7915508146297263,0.9018257794294962
23,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.83003044128418,0.8143712574850299,0.9855072463768116,0.005832221115073335,0.9986099044309297,0.9974938577001782,0.9986123471573676,0.379878869677369,0.9147571035747021,0.7968005325789758,0.9046667679570527
24,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.770079612731934,0.8047337278106509,0.9855072463768116,0.005279329936931373,0.9989574283231972,0.9980363842120563,0.9989576968499102,0.3863483250520764,0.9120073327222732,0.7886044224017714,0.9017077110103169
