epoch,run_name,image_size,lr,weight_decay,active_brazing_boost,augmentation,epoch_time_s,val_active_brazing_f1,val_active_brazing_recall,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.89454412460327,0.8654545454545455,0.8623188405797102,0.3620092167582955,0.8776715899218072,0.8158865817120692,0.8848867135790643,0.34276172115811504,0.8982584784601283,0.7880354168493031,0.8918904845361246
2,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.78533911705017,0.7301587301587301,1.0,0.14131396385014938,0.9671589921807124,0.9413816144579762,0.9680154710387052,0.5219385325937471,0.8771769019248395,0.6710210797986221,0.8523077812342262
3,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.637702703475952,0.8484848484848485,0.9130434782608695,0.0850268404230113,0.9744569939183318,0.956424696635226,0.975008210872049,0.17585177187854595,0.9340054995417049,0.8643211842502625,0.9320317913276457
4,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.896719932556152,0.75,0.9565217391304348,0.08071036947151561,0.9796698523023458,0.964618041325713,0.980009489936837,0.36634982796954924,0.8661778185151238,0.7369309186255812,0.8671874624859439
5,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.817795038223267,0.7443181818181818,0.9492753623188406,0.06896567886200071,0.9803649000868809,0.9649802684692448,0.9806664208072231,0.3615513520395219,0.9037580201649863,0.7382885716858969,0.8865521963739216
6,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.83715558052063,0.7916666666666666,0.9637681159420289,0.04471439744413003,0.9876629018245004,0.9772604367119937,0.9877677431287989,0.3837214661104429,0.923006416131989,0.811673932242962,0.9163361600833385
7,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.78895926475525,0.8280254777070064,0.9420289855072463,0.046715599721739415,0.9874891398783666,0.9778617023193854,0.9876054117089894,0.4184822466517015,0.922089825847846,0.8017595394853996,0.9074555250225207
8,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.916149377822876,0.7857142857142857,0.9565217391304348,0.03180208013147815,0.9911381407471763,0.9845844624229597,0.9912064449297573,0.4412971544917104,0.9055912007332723,0.7602050766135273,0.8899259497382425
9,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,18.201963901519775,0.7988338192419825,0.9927536231884058,0.03143708498049673,0.9918331885317115,0.9854461922525308,0.9918807247504805,0.3333114158670942,0.9138405132905592,0.7860021672630901,0.9025550186922879
10,mobilenet_evo_best_finetuned_3,128,0.0003,0.0003,1.2,low,17.802453994750977,0.794425087108014,0.8260869565217391,0.019814853847745343,0.9942658557775848,0.9894692314614739,0.9942843590342605,0.29369460996205704,0.9055912007332723,0.802052939291708,0.9011967769717273
