epoch,run_name,image_size,lr,weight_decay,active_brazing_boost,augmentation,epoch_time_s,val_active_brazing_f1,val_active_brazing_recall,train_loss,train_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
13,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,21.06112289428711,0.8209876543209876,0.9637681159420289,0.025435967109514825,0.9918331885317115,0.9857659007225035,0.9918980379438417,0.22798660581409258,0.9266727772685609,0.8428740701700017,0.9257290037205663
14,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.934168338775635,0.84472049689441,0.9855072463768116,0.03151109156244921,0.9927019982623806,0.9857796951357409,0.9927289984266157,0.20504026521591315,0.9294225481209899,0.8491326816530109,0.9272496943880338
15,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.85837173461914,0.8282208588957055,0.9782608695652174,0.022621331147551795,0.9927019982623806,0.9869724185242404,0.9927570182649215,0.2571366966882348,0.9312557286892759,0.8364162869402454,0.9256489276408991
16,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,21.060189962387085,0.8134556574923547,0.9637681159420289,0.018960869356789194,0.9946133796698523,0.9900582105147882,0.9946343032125575,0.2630323394990067,0.923923006416132,0.829360378532523,0.921308162592481
17,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.89205551147461,0.8157099697885196,0.9782608695652174,0.01341488544066978,0.9961772371850565,0.9931405859040474,0.9961933013264451,0.2754900268236254,0.9266727772685609,0.8314627961046841,0.9233034319164399
18,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.8564133644104,0.8444444444444444,0.9637681159420289,0.019675858281504244,0.9946133796698523,0.9898266493060568,0.9946376874645374,0.2507300676196434,0.9385884509624198,0.8565740443759483,0.9342979724249699
19,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.9192214012146,0.8201892744479495,0.9420289855072463,0.014626645047636742,0.9956559513466551,0.9923593010479472,0.9956705038110814,0.226858690321121,0.928505957836847,0.8421547355313512,0.9266701487742489
20,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.935869455337524,0.8369230769230769,0.9855072463768116,0.011155501461274708,0.9970460469157254,0.9945745858064262,0.9970596046208184,0.26390972704425303,0.9367552703941339,0.8495909480922502,0.9321978435666068
21,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,21.048661470413208,0.8220858895705522,0.9710144927536232,0.019980030446568202,0.9958297132927889,0.9920187450053657,0.9958359827439548,0.2449741269877239,0.9275893675527039,0.8377855102140356,0.9249646146205384
22,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.938937425613403,0.8271604938271605,0.9710144927536232,0.017845036395761522,0.9947871416159861,0.9908162970866913,0.9948017193356355,0.2681826111980171,0.928505957836847,0.8377588771677064,0.9250532860906209
23,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.9148428440094,0.8307692307692308,0.9782608695652174,0.01231241232544009,0.9960034752389226,0.9930989880248287,0.9960239402284112,0.27856525014147954,0.9340054995417049,0.8437614924723444,0.9294182880645644
24,mobilenet_evo_best_finetuned_2,192,0.0001,0.0003,1.0,medium,20.995184183120728,0.8343558282208589,0.9855072463768116,0.01462612835838351,0.9961772371850565,0.9929372614285836,0.9961878765240544,0.2794748250986743,0.9340054995417049,0.8444868105103659,0.9294108835535292
